Akurasi SVM,Waktu Pelatihan SVM (detik),Classification Report SVM
0.9,3.563878059387207,"              precision    recall  f1-score   support

   Lifestyle       0.85      0.93      0.89        42
      Pemilu       0.95      0.88      0.91        42
       Sport       0.91      0.89      0.90        36

    accuracy                           0.90       120
   macro avg       0.90      0.90      0.90       120
weighted avg       0.90      0.90      0.90       120
"
